,sentiment
4673,2
12028,2
3532,1
17741,1
12305,2
16312,2
12193,1
18301,2
3974,1
19037,2
24496,1
2635,2
23475,2
24108,1
15807,1
18411,2
11813,2
16632,2
2460,2
11644,1
8788,1
260,2
7537,2
24699,2
2755,1
263,1
3434,2
4546,2
6569,2
17883,1
11801,2
21908,2
7462,2
5971,2
15785,1
1219,2
22859,2
21662,2
4051,1
10905,1
9724,1
10600,1
11260,2
16607,1
15170,1
2486,2
74,1
4133,2
1215,2
24189,1
24733,1
1307,2
17168,2
20680,2
11485,2
17100,2
14073,2
5856,2
6421,1
22960,1
509,1
19875,1
16086,2
20532,2
10865,2
21933,1
13709,2
22905,1
18142,1
8900,2
11626,1
23684,2
85,1
10424,2
13876,1
3127,2
23262,1
6095,1
19945,2
16530,2
4148,2
22049,2
16603,1
7074,2
3085,2
5766,2
20434,2
22475,2
3011,1
18517,1
24430,2
20180,2
12105,2
16006,2
3056,1
5353,2
16905,1
20555,2
16074,1
23216,1
9877,1
11933,1
15540,1
2138,2
12717,1
3918,2
9294,1
18494,1
15459,1
7000,1
23693,2
6445,1
8074,1
18862,2
14884,2
12810,2
6146,2
7015,2
19771,1
13518,1
5589,2
4979,1
16470,1
9980,2
22090,2
1717,2
4838,1
22759,1
11891,1
21861,2
13978,1
15607,2
6235,2
3312,1
4947,2
3800,1
3795,1
24121,2
5528,1
1914,2
2197,2
19958,2
3060,1
829,1
5105,2
13361,1
14949,1
2994,1
7237,1
5036,1
15478,2
357,2
8533,2
21673,2
3799,2
9068,2
7520,2
21057,2
18782,1
1869,1
23815,1
17743,1
24416,1
24248,1
2214,2
16019,1
6831,1
3422,1
4484,2
3915,2
20875,2
17709,1
7581,2
17175,2
18837,2
12945,2
10309,2
19599,2
2013,1
706,2
381,1
10070,1
970,2
1844,1
5397,1
16766,1
1225,2
22087,1
15430,1
3672,1
18203,2
5549,1
6376,1
4690,2
17668,2
16753,2
960,2
15348,1
1558,1
22386,2
8835,1
14757,2
9757,1
10371,2
17792,1
5936,2
7531,1
17840,2
20068,2
311,1
17724,2
13581,2
12633,2
2230,2
1478,2
9451,2
15443,2
23488,2
10047,2
17757,2
1281,1
14331,2
20545,2
14636,1
22921,2
10051,1
1969,1
22009,1
2336,1
15109,2
5390,1
4313,2
12803,2
2650,2
13266,1
16807,1
23591,1
5585,2
14464,1
4448,2
9464,1
5228,2
2990,1
19449,1
23595,1
17173,1
17825,1
20502,1
18111,2
416,2
1084,2
11566,1
10092,1
20901,2
7755,2
24360,2
21598,1
17909,2
12020,2
8989,2
24112,1
4435,2
14344,1
8782,1
24143,2
8476,2
10200,2
24342,2
12765,1
16733,1
21213,2
10595,2
9942,2
13193,1
959,2
12377,1
18221,1
18610,1
8506,1
13133,2
10142,2
15410,2
12425,1
19182,2
89,2
7957,1
4000,2
3726,2
15724,1
15922,2
19163,2
13201,2
19648,1
3188,1
6802,2
7856,2
16063,2
5054,2
16574,2
2997,2
16285,1
10634,2
12709,2
8276,1
15334,1
952,1
24413,2
16301,2
7432,2
21956,1
17342,2
10838,1
1156,2
13819,2
19012,2
11667,2
982,2
13763,1
21929,2
5756,1
21617,1
3364,1
2644,2
9452,1
9706,1
5367,1
5911,1
13135,1
14795,2
5715,1
15793,1
9558,1
22348,2
5871,1
15075,1
15015,2
23860,1
16625,2
3159,2
22509,2
19264,1
17625,1
1457,1
8444,2
12807,1
15066,1
17731,1
2106,2
11520,1
15164,2
20065,2
16430,1
9115,2
169,1
22226,1
17586,1
20554,1
16655,1
13282,2
5051,1
8995,1
17153,2
168,1
17368,1
2086,1
24736,1
12485,1
20410,2
19579,2
6554,2
14934,1
16110,1
21592,2
19474,2
22410,1
1289,2
18559,1
8649,1
6307,1
2332,2
15812,1
4008,1
11457,1
24438,1
17655,1
20215,1
2905,2
13967,1
2112,1
15936,2
19093,1
21482,2
7570,2
3920,2
1387,2
3975,1
20025,1
824,2
7938,2
12101,1
10590,1
17407,2
19498,1
17132,2
3248,1
4452,2
8923,2
21122,2
6764,2
15422,1
5837,1
20006,2
14111,2
20844,1
6856,1
5867,1
19168,1
17354,1
24412,1
22418,2
6943,2
13936,2
4610,2
7307,2
2372,1
15300,1
13717,2
21315,1
1254,1
21930,2
4285,1
11463,2
67,1
9628,2
1622,2
30,1
10464,2
12757,1
2748,1
5456,1
4777,1
4567,1
8344,2
24055,1
16138,1
1055,1
22363,1
7659,2
24639,2
2902,1
1509,2
16469,1
14659,1
2749,2
1870,2
24183,2
23273,1
17575,2
21499,1
12809,2
4535,1
10356,1
132,2
1377,1
16284,1
7279,2
2450,1
5821,1
14966,1
2433,2
10887,2
12983,1
652,2
4154,1
22796,2
12117,2
13341,2
6596,1
6909,2
3047,2
6911,1
4256,2
13703,1
15938,2
17447,1
22477,2
11990,1
19612,2
13799,2
3788,2
13474,2
18636,2
5531,1
14815,2
23174,1
18540,1
10522,2
13736,1
8831,1
11396,2
14475,2
10969,2
1709,1
24231,1
4502,1
20402,2
22743,1
14258,1
17590,1
11259,1
261,2
13300,2
13214,1
7007,2
8301,2
11806,2
13024,2
1054,2
4510,2
1351,1
20924,2
15304,1
23806,1
13805,2
21123,1
6781,2
8849,1
12955,1
6515,1
10601,1
22551,1
16436,1
20903,1
11887,2
18315,2
8848,2
24738,1
611,1
14654,2
13079,1
22662,1
22305,1
3105,1
4312,2
23550,2
6392,1
14262,2
5735,2
8697,2
18173,1
14018,1
23885,1
15962,2
8322,1
7816,2
17293,2
12537,1
2289,2
11526,2
18417,2
2638,2
13004,2
9265,1
21283,2
11761,1
4054,1
4521,2
22190,1
23563,1
6738,1
22231,1
5968,1
24351,1
23651,2
175,1
24562,2
4686,1
22043,1
11950,1
3074,2
11567,2
17882,2
2833,1
2541,2
17026,1
576,1
3228,2
8363,1
21434,1
2655,1
15282,2
4715,1
2528,1
10819,2
12980,1
4368,2
3265,2
13427,1
13497,1
5123,1
8296,1
5026,2
5477,1
18957,1
21456,1
19803,1
23817,2
2573,2
21265,1
17749,2
7258,1
24394,1
16633,2
9690,2
6099,1
12629,1
23409,1
11283,1
7252,1
11777,2
6668,1
11719,2
15269,2
18600,2
5116,1
18935,2
22951,2
558,1
6071,1
16151,2
13122,1
13551,2
3927,1
14320,1
16017,2
23229,1
21402,2
7827,2
1932,2
18339,1
17022,2
17839,2
8320,2
11163,2
24597,1
5592,2
4892,2
3673,1
12070,1
23788,1
17623,2
19395,1
24768,1
4029,1
2916,2
21352,2
3939,1
10233,1
15543,2
14186,1
13045,2
24003,1
17662,1
20542,2
6942,1
14864,1
10937,2
3730,2
16786,2
1288,2
11814,1
1430,2
9348,2
16580,1
12964,2
1321,1
20274,2
20501,2
11035,2
13324,1
5393,2
19348,1
5249,2
9633,1
8983,1
11884,1
7631,2
8651,1
14085,2
16576,2
17563,1
13951,1
23133,2
17123,2
11216,2
8717,2
18020,1
12172,2
10511,1
1486,2
7314,1
7612,2
20356,1
16399,2
20229,2
2438,1
9170,2
13326,1
19514,2
13103,2
12179,2
12100,2
10651,2
23923,2
14459,1
22825,1
10526,1
11909,1
19523,2
10906,2
11703,1
11766,1
14001,2
18409,1
10145,1
17879,2
18375,1
21015,1
12364,2
17532,2
18081,1
15937,2
5576,1
1212,2
19530,1
1081,2
8756,1
24391,1
10296,2
8079,1
10574,1
8478,1
3190,2
9549,2
8819,1
12182,2
20366,1
15086,2
4095,1
8206,2
2563,1
16388,2
7954,2
12392,1
3029,2
91,1
7078,2
10300,1
15893,2
21877,2
23698,1
14312,1
21724,1
7562,2
17543,2
23692,2
2925,1
11664,2
1229,2
23561,1
11696,1
22700,1
12055,2
5382,2
2471,2
3410,1
22557,1
7114,2
8738,2
23734,2
538,2
14074,1
6110,2
1445,2
18730,1
15725,2
20647,1
15387,1
13751,2
17218,2
11759,1
10334,2
5623,1
13645,1
8883,2
13293,2
15149,2
17894,1
7370,1
14832,2
12796,2
18919,2
22882,2
21587,1
20627,1
9704,2
3486,1
4179,1
11841,1
23105,2
15084,2
11303,2
10738,2
12716,2
4604,2
15251,1
11775,1
13874,2
154,2
23635,2
10411,1
23680,2
609,1
19482,2
9580,1
2606,1
23551,1
23735,2
17174,2
9808,2
20801,2
9216,1
22576,1
2931,1
21495,2
7560,2
24163,1
19686,2
5038,1
9103,2
12969,2
19209,1
3520,1
14434,1
24229,2
14683,2
15706,1
21121,2
3086,2
15679,2
1333,2
22606,2
5436,1
20983,1
10306,1
22870,1
10918,2
9551,1
7956,2
768,1
9971,1
9456,1
7188,2
7075,2
12304,2
7368,1
18565,2
1703,2
7197,1
24089,2
23337,1
19878,1
1724,1
11208,1
6019,1
10299,1
9640,1
11291,1
16694,1
23754,1
7906,1
24368,1
18793,1
15407,2
2029,2
10557,2
8002,1
2564,1
14923,1
2075,1
9904,2
22238,1
5711,2
14838,2
9162,2
3232,2
12132,2
17772,2
6902,1
4119,1
3195,2
12449,1
9977,2
15196,2
3979,1
18118,2
4689,2
24676,1
9442,2
2854,2
15878,1
751,1
20498,2
19446,2
7444,2
15496,2
14534,1
11762,2
5279,1
10346,2
469,2
20830,2
18659,1
23796,2
16437,1
2937,1
648,1
24217,1
12080,2
18052,2
20154,2
16782,2
2255,2
5475,2
12590,1
2798,2
14335,1
2060,1
8637,2
16709,2
11312,2
22379,1
20999,1
16771,1
8371,2
15465,1
15312,2
14700,1
14062,2
17129,2
24097,1
9669,1
10562,1
11075,2
12282,2
6889,2
10028,1
1624,1
162,2
13019,1
22601,1
10383,2
21143,2
5594,2
22845,2
815,2
23405,1
11211,1
2005,1
9270,2
2245,1
10818,2
15611,1
22096,1
11146,1
8757,1
5676,1
5389,2
23046,2
12823,2
7527,1
13838,1
22188,2
16193,2
16547,2
19170,1
23338,2
6528,1
12863,1
9563,2
16216,1
1893,2
24048,1
20208,2
23207,2
18001,2
9620,2
23713,1
7775,1
5147,2
476,2
12930,1
15577,1
23382,1
5509,1
14316,1
16056,1
21462,2
12420,2
19696,2
3964,2
17172,1
12608,1
20077,2
24345,2
423,1
15945,2
2557,1
10722,1
23566,1
13390,2
483,2
841,2
9925,1
16155,1
1885,1
6342,2
22527,2
5202,2
6774,1
6165,1
2265,1
16649,2
14907,1
24259,1
1123,2
10923,1
16266,1
20277,1
7290,1
23524,1
16689,2
6373,1
1278,1
24350,2
20953,1
3467,2
4701,1
16763,1
9084,2
21232,1
17142,2
1654,1
3562,2
17281,2
23598,2
15169,1
10711,2
12492,1
21970,1
17155,2
13683,1
9306,2
5561,2
7722,2
20409,2
14799,2
17025,2
6306,2
17746,2
22091,1
19350,2
17889,1
3698,1
4719,2
20469,2
11998,1
15357,1
13547,2
18005,1
5018,2
18939,1
4036,2
8664,2
13249,2
7401,1
21281,1
13397,1
24369,1
16336,1
19542,1
19143,1
12569,2
1710,1
6841,1
8450,2
11270,1
2894,2
24265,2
10407,1
8198,2
7460,1
24282,1
12519,1
18566,1
2242,1
22907,1
403,2
8817,2
347,2
12017,2
1251,1
6278,1
12363,1
10248,1
24348,2
3986,2
3451,1
23501,2
14274,2
8164,2
11309,2
18082,1
17692,2
18392,2
15141,2
18345,1
15111,2
7750,1
12271,1
8058,2
15403,1
10148,1
971,1
17802,1
19219,2
495,2
14197,2
24168,2
21228,1
17806,1
19547,1
10586,1
14549,2
23842,2
1426,1
10788,2
10207,1
451,1
19062,1
14131,2
12125,1
20743,2
18780,1
7049,1
14216,1
3930,2
13918,2
8298,2
5868,1
24471,1
16871,1
17646,2
18174,2
22378,2
549,1
5891,1
10262,1
9319,1
19811,1
5365,1
20818,1
18384,1
7518,2
15450,2
13677,2
2173,1
12329,2
17997,1
24486,1
23466,1
4443,2
6773,1
16870,2
16218,1
16740,2
9143,2
12150,2
7156,2
1614,1
5022,2
19920,1
14404,1
13368,2
10088,2
14931,2
11178,2
3044,2
4696,2
20370,2
7690,2
8054,2
897,2
7494,2
4388,1
7563,1
10329,1
12884,1
4921,1
18708,2
14939,1
9117,2
867,1
1375,2
19985,2
24127,1
4558,2
7788,2
13765,2
20425,1
8964,1
16666,2
19710,2
19,2
2773,2
10527,1
6009,2
7048,1
10756,1
4171,2
23970,1
2790,2
21727,2
19897,2
24703,2
23741,2
6920,1
16558,2
10745,2
8537,2
10279,1
24588,1
14485,2
677,1
2766,2
20744,2
11009,2
8732,1
19282,1
6807,1
6965,1
2524,1
23543,2
641,1
1787,1
23496,1
1942,1
21903,1
16826,2
21062,1
23236,1
15525,1
246,1
18914,1
11609,1
20218,2
16233,2
16448,1
252,1
24513,2
7296,2
14429,1
11174,1
13104,2
23986,2
20662,2
22256,2
5059,1
2473,2
15405,2
22186,1
1044,2
2912,1
7927,2
12467,2
16989,2
3391,1
1256,2
24201,2
2207,2
23611,1
10620,1
16521,2
18011,1
14137,2
512,2
9896,1
9555,2
22797,1
412,2
2637,1
20174,2
9332,2
11787,1
18267,1
16425,2
4365,1
6751,1
4532,2
22336,2
492,1
8161,1
9770,1
8729,2
12505,1
8261,1
8873,1
1134,1
13143,2
24662,1
6505,1
16895,1
10535,2
22078,2
10944,2
21668,1
21477,2
9235,2
20716,1
9411,2
22884,2
13194,2
299,2
16121,2
8227,1
9019,2
13795,1
2375,2
3853,2
8216,1
5297,1
15686,2
134,1
14003,1
15532,2
4064,2
2004,1
23444,2
4144,2
17234,2
22184,2
11155,2
4993,1
7415,1
14033,2
4150,1
3670,1
86,1
3317,2
15220,2
12435,1
8223,1
16599,2
18537,1
21880,2
15198,1
23416,1
6512,1
4653,2
19779,2
3844,2
4457,1
6143,1
23816,2
14499,2
3406,2
10389,2
23285,1
15741,1
8050,2
12393,2
1661,1
11842,2
24418,2
23336,2
14203,1
8816,2
18895,2
21108,2
6404,2
12865,1
5230,2
22397,1
5547,2
16783,2
1286,2
23824,2
19206,1
21772,1
499,2
4439,1
12037,1
19148,2
19638,1
9091,2
16528,1
9898,1
19532,1
6050,2
7034,1
6261,2
20530,2
8071,1
3808,1
15371,2
22270,2
7819,1
10224,2
9857,2
14937,2
18196,2
21385,2
2380,2
4190,1
19372,2
18080,2
22792,2
8642,2
8274,2
10355,1
21977,2
2448,2
11052,1
6210,1
720,1
4241,1
19500,2
4214,1
18389,1
18853,1
5992,2
7633,2
14566,2
13890,1
845,1
9516,1
3345,1
2699,1
4828,2
11423,2
20353,2
14087,2
918,1
9353,2
6258,1
18465,1
20074,2
18835,1
12829,1
18099,1
13261,1
7041,2
7347,2
17562,2
23764,1
13255,2
17004,1
12996,1
11995,1
21114,1
3104,1
21710,2
21266,2
4002,2
22539,2
3483,1
15858,1
870,1
6702,2
3611,2
10531,1
16722,1
19645,1
20589,1
11641,2
4518,1
4222,2
362,2
17196,2
18978,1
23743,2
19228,2
12806,2
6241,1
17018,1
20760,1
23819,1
17125,1
809,2
4826,2
9533,2
16842,2
20429,1
19792,2
2031,2
4014,2
11807,2
20794,1
11074,1
9832,2
20880,2
1257,1
20466,2
8165,1
21285,2
11037,1
8955,2
1988,1
4744,2
19725,2
15262,2
6790,2
9939,2
5070,2
7852,2
3746,2
13281,2
18492,2
2569,1
2732,2
14560,1
17091,2
17050,2
3935,2
15553,1
3386,2
4215,2
2297,2
20735,1
3694,1
19194,2
7164,1
20708,1
13601,2
237,2
2980,1
8847,1
3292,2
14135,1
22361,1
13218,1
9113,2
21906,2
14902,2
14976,1
20185,1
16440,2
20902,2
19494,1
7721,2
9110,2
17938,2
21150,2
2718,2
9167,2
11209,2
2042,2
14491,2
9498,1
19088,1
13990,2
3857,2
10837,2
12951,2
17489,2
11892,1
11893,2
16173,2
2791,2
10274,1
11534,2
18896,1
18319,2
8933,1
1922,2
13021,2
14477,1
8013,2
20773,2
8844,1
5678,2
4390,2
23004,2
16563,1
20888,1
23461,1
20111,1
4277,1
2032,2
11138,1
7057,1
5870,1
20921,2
13092,2
21097,2
8911,1
13125,1
3781,1
1546,2
12594,1
9100,2
21343,2
15414,2
8440,1
18590,2
17323,1
13257,2
12429,1
5717,2
13754,2
1343,2
22369,2
9476,1
3754,2
4666,2
23928,1
1199,2
1716,1
23998,1
22974,2
24235,2
23320,1
19644,1
9255,2
6952,2
15891,2
21461,1
16188,1
8338,1
15256,1
16052,2
16761,1
11487,1
19688,1
11767,2
24119,1
14639,1
5398,2
12008,2
17444,1
15863,2
2168,1
23314,2
9862,1
15469,1
3592,1
18169,1
13541,2
19471,1
14697,2
9928,2
16544,2
8194,1
4760,1
192,2
17240,2
19072,1
16477,2
13286,1
16938,2
18598,2
14890,2
23663,2
16777,2
4942,2
17452,2
9960,2
17785,2
23008,2
1714,1
2172,1
19831,1
5479,1
12948,1
268,2
23924,1
21513,1
5903,1
20727,2
19448,1
24634,1
6655,2
11756,1
13629,1
11131,1
837,2
977,1
13602,1
3700,1
2514,1
6303,2
10106,1
14629,2
19919,2
24099,2
19050,1
22310,2
7053,2
15100,2
6858,1
6093,1
4742,1
20205,2
2664,1
7568,1
11196,2
19844,1
6357,1
5099,2
10768,1
19650,2
12062,1
1018,1
21020,2
23588,2
3690,2
9240,1
7709,2
10128,2
4336,2
12452,2
4980,1
4985,2
9722,2
7601,2
11314,2
22157,1
10840,1
24506,2
21717,1
21272,1
4896,1
9571,1
22053,2
23110,1
9507,2
5979,2
2648,1
16822,1
18726,1
21615,2
8043,1
14047,1
8252,1
22038,1
10872,2
16561,2
20308,1
9392,2
18817,1
8368,1
12846,2
7143,1
23487,2
2834,1
1138,2
17031,2
20859,2
18781,2
19522,1
12571,1
11328,2
20052,2
24088,2
3215,2
7095,1
9248,2
6079,2
18992,1
20256,2
9017,1
15412,2
1405,2
18037,1
17061,1
12616,2
8011,2
13722,1
7760,2
1439,2
6423,2
2484,2
6730,2
8410,1
11322,1
12343,2
779,2
11378,2
17786,1
24092,2
6707,1
13724,2
24090,1
13467,1
2146,2
18335,2
12065,1
18875,1
4944,1
19681,2
1103,2
18213,2
16816,2
12151,1
4971,1
7474,1
7311,1
11599,1
12638,1
23299,2
21705,1
15660,2
17608,2
7902,2
4553,2
10794,2
9781,1
7191,1
16887,1
14971,1
2366,2
20858,2
22317,2
12456,1
19176,1
7673,1
16092,2
10385,1
3287,2
21586,1
9799,1
12740,1
2185,1
21439,2
3735,2
5350,2
22215,2
81,2
18828,2
21197,1
19524,1
1419,2
1809,1
21174,2
20219,2
23027,1
11918,1
8141,2
11486,2
17649,1
18046,2
5464,1
15926,1
23084,1
22478,1
12781,1
10764,2
13829,2
19794,2
4083,2
2578,1
12498,2
13806,1
23954,1
16802,2
20378,2
14303,2
20027,1
15650,1
12414,2
17956,1
9515,2
24690,2
1057,1
19340,1
16794,1
11099,2
2499,1
11441,1
12770,2
9983,1
9063,2
24390,2
8335,2
23316,1
11407,1
4691,1
1892,2
16080,2
12667,1
7129,2
7467,2
21125,1
10469,2
16147,1
8183,1
8750,2
13478,1
5571,1
4204,1
10451,1
23217,1
502,1
11325,1
12660,1
3476,2
23940,1
23675,2
17819,2
23103,2
17907,2
5537,1
11539,1
5354,1
2921,2
13691,2
3629,2
7688,1
11017,2
7811,2
12199,2
19747,1
19058,1
16128,1
7624,1
15558,2
17272,2
20937,2
2880,1
11748,1
22701,2
7333,1
6371,1
11811,1
3704,2
13577,1
6814,1
10272,1
5963,2
8285,1
894,1
8468,2
10,1
9625,2
18376,2
792,2
7068,2
16750,2
5088,1
20143,2
24240,2
12612,1
4912,2
388,1
10719,2
17942,1
11928,1
5811,2
16886,1
23981,1
11366,1
18094,1
23468,1
6760,2
1542,2
21609,1
13961,1
18751,1
18350,1
18927,2
3894,2
3435,1
23726,2
21564,1
15898,1
1184,1
7983,2
9085,2
5893,1
7899,1
9562,2
3682,2
7884,2
18250,2
21433,1
14797,2
12205,1
12708,1
21893,2
8748,1
24157,1
17209,2
6328,2
19939,2
12177,1
12213,1
12683,1
131,2
15252,2
7714,1
21203,1
6248,2
3257,1
21966,1
13654,2
5814,2
3099,1
12847,2
14217,2
4156,1
798,2
21086,2
17978,2
23140,2
5540,2
23526,2
21271,1
10717,1
1037,1
4077,2
9874,1
24510,1
18256,2
2058,1
16492,2
14606,2
13008,2
11302,2
12410,1
9892,1
13280,2
5957,1
15247,2
7837,1
8985,2
6070,1
24646,1
24613,2
1677,2
14399,2
6149,1
370,1
5412,2
7430,1
23638,2
19297,1
19164,2
23502,1
18347,2
7327,2
2256,2
20996,2
12935,1
5931,1
2241,1
9281,2
17371,2
2744,2
565,1
8399,2
24372,2
17699,2
11899,1
21780,2
21549,2
4221,2
1357,1
5137,2
20683,2
6257,1
9603,1
2840,1
536,1
23476,2
13114,1
6913,2
2926,1
13208,1
16394,1
9463,1
15005,2
17232,2
14052,2
21601,2
6776,1
9492,2
24405,1
891,1
13887,1
15560,2
8443,2
8414,1
187,2
17941,2
11374,1
13235,2
8262,1
17467,1
2427,1
18431,2
14631,1
16824,1
23955,1
23654,2
7971,2
2770,2
7814,2
1111,2
6473,2
721,1
4348,2
21599,2
15401,2
7082,2
19560,1
20884,2
8134,1
7606,1
17736,1
18536,2
13479,2
7738,2
15599,2
10331,2
2695,2
14113,1
10854,1
20876,1
20078,1
13680,1
17325,2
1670,1
6181,2
20431,1
17401,2
2653,2
17458,1
22428,2
24007,2
4404,1
13588,2
15470,1
7399,1
3310,1
18368,2
15920,2
17944,1
9200,2
18124,2
22741,1
18681,1
9941,2
5751,1
3664,1
22858,2
7590,2
17939,1
15986,1
8253,2
551,1
14772,1
11632,1
6772,1
14254,1
4358,1
7306,1
14691,1
22909,1
20442,1
6918,2
3050,1
8153,2
10524,1
2466,1
9721,1
9698,2
19631,1
8327,1
12787,2
5972,2
13244,2
10439,1
4032,1
4884,2
18683,1
10879,2
21205,1
9036,2
24008,1
10615,1
13868,2
7875,1
14845,2
4981,2
15049,1
6614,2
11927,2
13847,2
20990,2
14317,1
11597,1
24625,2
15298,1
14671,1
13113,1
23700,1
13038,2
7431,2
22355,2
13937,2
19793,1
24424,2
6796,2
18253,2
9530,2
17603,1
1469,2
1776,1
12204,1
2051,1
19851,1
5417,1
8231,2
13422,1
23658,2
8366,1
3306,1
4413,2
22604,1
3889,2
18377,1
520,1
12693,2
17937,1
2317,2
5045,2
10890,1
10579,2
15172,2
16210,1
366,1
676,1
2347,1
18984,1
1626,1
18922,1
23946,2
12855,1
23904,1
19772,1
3900,2
3748,2
19915,1
14140,2
6317,2
2845,2
2287,1
21947,1
15866,1
17722,1
276,2
5282,2
19911,1
6032,1
7026,2
15324,1
19766,1
18121,1
14391,2
4507,1
12171,1
19557,2
21502,2
18783,1
9023,2
3353,2
13884,1
16852,2
2008,2
20558,1
11044,1
19502,1
443,1
14900,1
1455,1
13183,2
21169,1
12422,2
13844,1
18162,2
2782,1
24635,2
20055,1
14255,1
16658,2
22816,1
14054,1
3719,2
7737,2
1933,2
20428,1
11598,2
13941,1
13604,1
22733,2
8887,2
11464,2
1581,1
3294,1
20051,1
8044,1
20802,2
18299,1
17322,2
12761,1
9313,1
5820,1
1046,2
110,1
4486,2
22876,1
19436,2
14611,1
3944,2
20250,2
5225,2
8994,1
10445,2
13,1
3116,1
18191,2
12048,1
4878,2
23441,1
12959,2
7698,2
10999,1
21167,1
18260,2
13956,1
22978,2
8229,2
20246,1
21750,2
16281,2
23474,2
4568,1
5008,1
6860,1
19702,1
15379,2
10697,2
6060,2
10715,1
8616,1
12176,2
13559,1
16091,1
3226,1
3634,2
3606,1
3177,2
1468,1
17309,1
13647,2
15436,2
6800,2
9511,1
4044,1
22730,2
18569,2
654,2
201,2
8876,2
49,1
21292,1
11854,1
9661,2
13091,2
3326,2
7350,1
6645,1
5247,2
11318,2
4316,1
12997,2
2500,1
7486,1
4137,1
5453,1
12084,1
18807,2
17150,2
17103,1
24135,2
21981,1
6998,2
22201,1
10904,1
2096,2
17760,1
7717,2
5827,1
9954,1
6089,2
14914,1
3540,1
18765,2
10695,2
15773,1
9846,1
6608,1
992,1
2723,1
9748,2
18077,2
4494,2
2181,1
20775,1
6932,1
9541,1
20054,2
21056,2
7185,1
18921,1
18410,1
1895,2
12518,1
13186,1
12458,1
17891,1
4710,2
7459,2
418,2
23690,2
19979,1
21365,1
21883,2
4661,2
11110,2
14042,2
12175,2
1449,1
24057,1
14256,2
2208,1
12326,1
10337,1
19510,1
22801,2
14748,2
1817,2
19138,1
6240,1
16224,1
16238,1
17790,1
5483,2
20957,2
1040,1
5760,1
16540,2
7754,1
16702,2
17584,2
6592,2
5599,2
22309,2
21416,2
2379,2
20125,2
2726,1
13268,2
24389,1
24101,2
4940,2
16866,1
18530,2
5269,1
8184,1
17509,2
18202,1
18841,1
1421,2
15567,2
17373,1
4314,2
21543,1
19051,2
7660,1
23516,2
8,2
23131,1
14803,2
11347,2
1268,2
15078,1
17981,1
8592,2
22314,1
18812,1
19410,2
24427,1
5405,1
15809,2
9221,1
7309,1
7966,1
22842,2
7217,1
6546,2
19813,2
15063,1
5683,2
5232,2
17796,1
12558,2
20978,1
2813,2
4105,2
23941,1
21590,2
127,2
19192,1
634,2
999,2
104,2
12835,2
15630,1
18154,1
11412,1
10287,1
9048,1
23297,1
7767,1
9581,1
21383,2
2657,1
20893,1
2139,1
11619,2
15010,2
15579,2
3022,2
12203,2
16410,2
24509,2
3696,2
21341,2
5006,1
4043,2
14183,1
18427,1
16058,1
15468,2
17161,2
3590,2
17096,1
15278,1
7739,2
7648,1
4603,2
21964,2
1480,2
2018,1
16278,2
24456,1
24104,2
16401,2
24384,2
1435,2
5518,1
1227,2
11600,1
3782,1
5409,2
12747,1
16153,2
15646,1
23097,2
22536,2
460,1
8811,1
9850,1
3375,1
14775,2
11858,2
8781,1
6641,2
4094,2
9020,2
8790,1
21972,1
19723,1
15716,2
13702,1
19938,2
14235,2
17695,1
11273,2
5459,2
3013,1
1613,1
6665,2
7468,2
10455,1
19513,1
24271,1
22932,2
19381,2
10146,1
8503,2
16462,2
9039,1
11500,2
4699,2
17946,1
5300,1
10205,2
15546,1
7224,2
7533,2
14567,1
19684,1
10736,1
20569,2
5719,2
20022,1
14107,1
11711,1
13586,1
17769,1
6700,2
21349,1
4289,2
14718,1
17864,2
16221,1
3169,1
24601,1
21403,1
23559,1
703,2
15493,1
14432,2
16313,1
290,1
12443,1
4565,2
3343,1
4645,1
17744,2
20736,2
16618,1
17647,2
18857,1
1978,1
14144,2
15383,1
22028,2
22219,1
599,2
4977,2
8445,1
23300,2
9758,2
16772,1
14613,1
10397,1
3831,1
6815,2
23351,1
22330,1
288,2
20134,1
12767,1
18620,1
630,2
12972,2
3736,1
19552,1
17070,1
1907,1
7209,1
17246,1
9742,1
24227,2
6590,2
9481,2
11284,1
8912,1
21453,2
3797,1
2899,1
20266,1
2352,1
46,2
17434,1
2517,1
11776,1
16791,1
22228,2
7517,1
2995,2
11612,1
9741,2
24178,1
19472,1
14918,2
12276,1
7435,1
13386,2
17861,2
2209,1
4244,1
22209,2
23718,1
14912,2
7451,2
7485,2
2945,1
1796,1
11221,2
19611,2
12692,2
3556,2
11433,2
128,2
9245,1
16204,1
17449,2
9778,1
4449,1
18704,2
2823,1
18920,1
18945,1
13402,1
16970,2
4755,1
22174,2
13621,1
17019,1
20212,2
15080,1
22707,2
13815,1
15202,1
22980,2
7833,2
2133,2
16978,2
15931,1
7455,2
11370,1
6105,2
9695,1
4732,2
2752,1
23512,1
8325,2
1985,2
10147,2
6635,2
8680,2
22541,1
23360,1
8654,2
15079,2
9615,2
13872,1
1285,1
12742,1
14497,2
1168,2
917,1
13760,2
363,1
17069,2
12596,1
13254,2
7172,1
3644,1
2141,1
10933,2
3829,2
7032,2
19935,1
12265,2
7405,1
8752,1
3645,1
20191,1
9990,2
8797,2
3491,2
2946,2
13930,1
23976,2
11080,1
14518,1
15514,1
23022,1
13302,1
24404,2
11085,1
13096,2
16323,2
6410,1
8022,2
3197,2
3097,1
