,sentiment
24466,1
10740,1
3968,2
20699,1
8779,1
19116,2
7295,2
19126,2
19816,1
9152,1
142,1
13775,2
4317,2
16746,2
21662,2
19087,2
14850,2
5569,1
3427,2
13487,1
3297,1
11695,2
12494,2
6494,2
22149,2
14523,1
3986,2
9403,2
11776,1
19922,2
3381,1
3299,2
2672,1
21544,1
16767,1
5769,2
21500,2
452,1
20925,2
18470,2
18806,2
15118,1
16512,2
12021,2
22334,1
11956,2
3683,2
17541,2
4483,1
15297,2
8937,2
9459,2
18794,1
15050,2
9242,1
21609,1
19972,1
6451,1
543,1
20117,1
835,1
756,2
3234,1
5640,1
23785,2
11322,1
513,2
5238,1
13291,1
18828,2
1531,1
14720,1
9640,1
20760,1
20842,1
2314,1
11995,1
15821,1
13011,1
13624,2
14844,2
5706,1
23328,1
5476,2
14047,1
15026,1
6517,1
19874,2
11201,1
21065,2
1982,2
11211,1
17673,2
5107,1
4909,2
4284,2
22903,1
324,1
24793,1
19558,1
15085,1
7631,2
5438,2
1950,1
13118,1
176,2
6238,2
20902,2
6816,1
15180,2
12254,2
22116,2
13248,1
7957,1
16177,1
6165,1
4389,1
17171,2
13669,1
10966,2
12352,1
24136,2
10044,1
8411,1
20290,2
5583,1
16466,2
23140,2
2134,1
2523,1
22516,1
12362,1
12767,1
8418,1
11850,1
711,2
17706,1
11908,2
14435,1
20506,2
6044,1
651,1
12279,2
13940,2
6579,1
3644,1
10389,2
15572,1
5393,2
15548,2
7874,2
20885,1
21080,1
9653,1
10292,1
9388,1
9599,2
15059,2
11420,2
12095,1
13757,1
760,2
15472,1
15704,2
5074,1
9930,1
1755,2
23616,2
9197,1
15421,2
16597,1
22391,2
13008,2
5213,1
14818,2
17713,1
7086,1
17663,2
23200,2
6335,2
8920,1
3942,2
1117,1
3540,1
5589,2
20415,2
9100,2
22131,2
24707,2
1945,1
8120,2
23723,2
7239,2
1180,1
7019,1
747,1
14094,1
22532,1
23715,2
6039,1
24373,1
23302,1
1372,1
14393,1
8457,1
13785,1
23985,2
17361,2
11566,1
14024,1
14486,2
407,1
7739,2
6545,1
10899,2
20436,2
18143,1
918,1
5279,1
23872,2
2977,2
699,2
7311,1
18330,1
11799,2
13784,2
18394,1
7664,2
3718,1
8953,1
198,1
18710,1
11490,1
10080,1
6972,1
20863,1
6760,2
7798,1
21270,2
12859,2
12334,2
22603,2
18017,1
17267,1
8074,1
21793,1
17180,1
1955,1
22335,1
1519,1
17946,1
19469,2
6703,1
12974,1
19511,1
22366,2
9546,1
12977,2
13937,2
14295,2
16747,2
6256,1
8716,1
21042,1
18139,1
19532,1
12338,1
19812,1
8286,2
18932,2
11679,2
22305,1
24242,2
22021,2
16846,1
24079,2
15691,2
20530,2
19513,1
12313,2
13256,1
4132,2
15168,2
22121,2
23198,1
10548,2
14951,2
21610,2
4337,2
18423,2
24360,2
7309,1
6694,1
6349,1
18381,2
10509,2
3871,1
23997,1
3020,1
3267,1
14158,1
22102,2
2059,2
525,2
17378,1
10458,1
13827,1
18573,2
3878,2
20058,1
19154,2
130,1
11900,2
10030,1
10551,2
23813,2
24042,2
24639,2
5237,2
15856,1
5703,2
11594,1
5134,1
11217,2
3887,1
5404,1
21096,2
21912,2
15358,1
12774,1
11770,1
20931,2
18317,1
16284,1
19433,2
21726,2
16133,1
11493,2
5215,1
6850,2
18530,2
8446,2
11388,1
5501,2
8831,1
24787,2
15019,1
21024,1
19143,1
10916,2
13482,2
12390,1
3542,1
10065,1
2117,1
24357,2
7612,2
14368,2
2303,2
12215,1
22467,2
22960,1
17099,2
9752,2
10774,2
10092,1
12411,2
466,2
6227,1
22595,1
8710,2
22417,2
11068,1
3355,2
8720,2
13135,1
19474,2
18827,1
22504,2
19386,2
17208,2
2276,1
23324,2
22216,1
16063,2
13795,1
5792,2
5163,1
765,1
7682,2
8044,1
6338,1
23592,1
6640,1
12107,1
20950,2
3849,1
8363,1
6308,1
10531,1
11148,1
22610,1
15066,1
6846,1
18551,1
19947,2
19252,2
11601,1
5815,1
1627,1
21798,2
4680,1
18057,2
15628,2
14469,1
22132,2
7586,1
19489,2
3,1
945,1
2955,1
12135,1
8214,1
23097,2
3311,2
8182,2
14017,1
21355,2
4975,1
7128,1
24734,2
5658,2
10218,2
9038,1
14684,1
9580,1
10606,1
15899,1
2308,2
11739,2
16172,2
6475,1
3614,1
1501,2
2058,1
17041,1
24251,2
21580,1
8482,1
22070,2
19974,1
9735,2
17926,1
14868,2
10564,2
8757,1
784,1
6913,2
22575,1
8267,1
5730,1
18070,1
21313,2
2426,1
13926,2
20584,2
3995,2
2498,2
9670,1
24542,2
20947,1
9940,2
17667,1
17113,2
17324,1
9946,2
23862,2
5322,2
21900,2
14829,2
16301,2
12747,1
24231,1
15833,2
24423,2
11993,1
18622,1
13373,2
21202,1
12516,2
2002,2
1570,2
9579,1
15695,1
16757,1
15598,1
8549,1
373,2
20745,2
4860,2
20128,1
9638,1
16108,1
20052,2
15771,1
13316,2
22286,2
5892,1
12855,1
9660,2
12956,1
13050,1
12551,2
19787,2
19794,2
6722,1
5407,2
8137,1
1164,1
1830,1
1558,1
5708,2
10079,2
9419,2
2692,1
21629,2
6496,1
6179,1
14638,2
14133,1
9477,1
9322,2
7350,1
2313,2
20687,1
11685,2
9927,1
3989,2
17752,2
12266,2
14177,2
7430,1
21752,1
17562,2
10291,1
5233,1
11417,1
22663,1
12975,2
73,2
9765,1
20352,2
19180,2
6930,2
307,1
23011,1
2333,1
14439,2
723,1
22814,2
2281,1
1316,1
6997,1
15242,2
18274,2
14369,1
14169,2
21064,2
22995,2
10969,2
16239,2
13431,2
9545,2
10423,1
2656,2
5977,1
14144,2
23713,1
18922,1
19770,1
988,2
3054,1
5011,2
5528,1
5995,1
4119,1
11777,2
12504,1
9998,1
1016,2
301,1
19732,2
884,2
7419,2
9363,1
4692,2
21189,1
15692,1
2194,2
21066,2
19194,2
22499,1
17528,2
24080,2
3162,2
1709,1
9223,2
4415,2
18152,2
1663,2
4451,2
16194,1
21252,1
1204,2
6300,1
15458,2
8708,1
14038,2
20648,1
4127,1
16799,1
12590,1
6277,1
15157,2
14182,2
4397,1
14641,2
15968,2
16583,1
21537,2
23287,2
14646,2
16915,2
6845,2
1291,2
19772,1
6503,2
17484,2
23478,2
12118,1
20340,2
23742,1
14676,2
6844,1
2923,2
23681,1
16628,2
13413,1
13232,2
3656,2
1594,2
14003,1
266,2
15657,2
14842,1
12061,1
19484,1
13246,1
16226,1
21001,2
12856,1
4956,2
8132,1
5898,1
18440,2
8171,2
16588,2
23675,2
17151,1
16665,2
14091,2
4429,1
13199,1
22666,1
16142,1
17110,1
17950,2
21788,2
18480,1
24378,2
20850,2
2794,2
21956,1
1144,1
3784,1
9056,1
199,2
8331,2
20574,1
4433,2
6207,2
12843,2
19908,2
14715,1
19304,2
6129,2
17865,1
1951,1
6145,2
21959,2
20202,2
7894,2
19508,2
11076,2
18387,1
22539,2
11187,1
17927,2
12573,1
16729,2
527,1
10324,2
12307,2
18293,2
231,2
19628,2
21781,1
3538,1
18105,2
23364,1
161,1
23393,2
20199,1
18584,1
4974,1
12397,1
3341,2
4247,1
2125,1
13686,2
17047,2
63,2
10533,1
6600,2
4782,2
1070,1
18633,2
965,2
5328,2
2380,2
19182,2
22657,1
13058,1
22648,1
6817,1
2026,1
22605,2
16739,1
20165,1
2549,1
6838,1
3758,2
11724,2
13367,1
23475,2
3708,2
13734,2
13300,2
21746,2
1460,2
19128,1
4159,1
22321,2
3268,1
8217,2
5956,2
22185,2
6651,1
521,1
4516,2
24619,2
11036,1
23114,2
7324,2
22801,2
7799,1
5029,2
22600,2
21502,2
21640,2
9970,1
13788,2
21196,2
19626,2
23752,1
10543,1
16887,1
15575,2
15398,2
15519,1
22944,1
11916,2
20525,2
5335,2
22660,2
19191,1
14917,2
24315,1
14771,1
13604,1
9101,1
17921,2
5666,1
20914,2
1937,1
21577,1
16436,1
2274,2
24371,1
11841,1
7638,1
140,2
9362,1
5392,1
5219,2
7279,2
12446,1
22023,2
24013,2
15716,2
10841,1
7024,2
4515,1
5504,2
8414,1
4011,2
20427,2
13347,1
21724,1
24318,2
1392,1
15797,2
3079,1
23106,2
8967,2
19460,2
15532,2
19056,1
20980,2
20009,1
6769,2
4676,1
7160,1
2474,2
13699,1
17346,1
18844,1
16957,1
22914,2
13688,1
13049,1
18252,1
7687,2
21084,2
296,2
3822,1
19050,1
24729,1
9059,1
17281,2
23111,1
17885,1
10015,1
4706,1
12237,1
18463,1
7582,2
23687,2
8142,2
13910,2
11715,1
20484,1
16894,1
22219,1
23790,2
750,2
17242,1
18738,1
9383,1
7591,1
8828,2
4895,1
6325,2
13884,1
14052,2
23321,1
19582,1
14246,2
18691,2
6608,1
6559,1
17160,1
13996,1
5925,1
9543,2
5278,1
6947,2
14931,2
12732,1
19918,1
19959,2
12835,2
20968,1
11803,2
22291,1
15138,1
11835,2
16171,1
20240,2
18605,2
11370,1
3328,2
15804,2
4313,2
22762,2
19139,1
14176,1
1647,1
11503,2
11465,2
21271,1
16341,1
22613,1
1770,2
14530,2
11489,1
2906,1
8085,1
2168,1
16206,1
17147,2
16479,2
14082,2
15317,1
20228,1
16207,1
21767,1
18726,1
17136,2
14395,1
8894,1
19784,2
11338,1
16777,2
10378,2
15343,2
16255,1
8337,1
21302,2
20838,1
15948,1
14381,1
11618,2
6181,2
1611,1
14455,1
20652,2
13455,1
10231,2
5354,1
20218,2
6682,2
9945,2
23815,1
4459,1
4605,1
11248,2
16808,1
781,1
14089,1
5180,1
2262,2
18357,2
10072,1
8400,1
4136,2
22621,2
275,2
12919,2
16514,2
3273,2
12298,1
1907,1
11052,1
11788,1
6953,1
8835,1
16264,1
8683,2
9332,2
3654,2
8086,1
21059,1
2703,2
15719,2
11063,2
4890,1
15477,1
19038,1
12085,2
22825,1
15466,2
23685,2
4323,1
13293,2
24543,2
14968,2
5890,1
8989,2
7772,1
14124,1
6528,1
4616,1
16709,2
12794,2
14255,1
6150,1
5424,2
14099,2
22001,1
4687,1
1319,1
17594,1
5187,2
2808,2
23523,2
18255,2
21151,2
16115,1
22533,2
19878,1
15963,2
21691,1
4632,2
23486,2
8042,1
20829,1
3151,2
18451,2
19616,2
7835,1
10283,2
1659,1
16082,1
18478,2
3289,1
20448,1
10356,1
20367,2
19932,1
8376,2
8384,2
1768,1
1029,1
22567,2
14912,2
10560,1
2895,2
10376,1
8272,1
8555,2
19952,1
21974,2
12838,1
24718,2
18750,2
18407,1
17820,1
22045,1
2595,1
8860,1
1568,1
21112,1
20821,2
5312,2
8106,2
12637,2
24174,2
17789,1
5514,2
1641,1
902,2
16552,1
23054,2
2377,1
3790,1
20641,2
10284,1
23402,2
21846,2
10755,1
11748,1
11926,1
24317,2
21455,1
18765,2
19493,2
24066,1
21497,1
22255,2
7383,2
10119,1
5347,2
19978,2
20327,1
16726,2
9020,2
15617,2
1183,2
7601,2
108,1
11684,1
418,2
14698,1
5450,1
4840,2
16456,2
20794,1
24045,1
16795,1
23395,1
21832,2
190,2
2659,1
6029,1
8766,2
16153,2
24329,1
7827,2
8996,1
17770,1
2750,2
20594,2
4523,1
21946,2
19140,2
20659,1
18386,2
14079,1
2575,1
14939,1
24622,1
674,1
22252,2
16463,2
7555,2
17836,1
19804,1
5945,2
22043,1
14897,1
18153,2
14012,1
20671,2
14143,2
19091,1
22456,2
22038,1
23233,1
24612,2
6208,1
5160,1
18902,2
7215,1
3450,2
6016,2
16339,2
2974,1
2654,1
23811,2
8443,2
11927,2
6135,2
5478,2
2050,1
11954,1
6262,2
13013,2
13999,1
2760,2
11592,1
14731,1
17771,2
8676,2
5879,1
8466,2
7811,2
16324,2
7620,1
5102,1
16212,2
14114,1
19992,2
21191,1
9275,2
15391,1
20918,2
11296,2
9134,2
22694,2
3121,2
20867,1
24403,2
19432,2
14932,2
8788,1
23727,2
5282,2
24705,2
7934,1
20394,2
24004,1
1473,1
11980,1
6839,2
14953,1
17456,1
20581,2
5254,1
9472,2
20400,2
6171,2
3363,1
2401,2
19868,2
4949,1
16859,2
18996,1
10843,2
10742,1
5812,1
12865,1
18283,2
1572,2
3164,2
1236,1
384,1
21159,1
9278,1
8982,2
22074,2
11272,2
3046,1
2244,1
17257,1
779,2
17475,1
16901,2
6097,1
19667,2
19946,2
10958,1
13539,2
6167,2
23360,1
17874,1
868,1
2952,2
7136,1
23178,1
299,2
762,2
15107,2
16342,2
9613,1
17178,2
6041,1
18356,1
24687,1
24750,2
24197,1
5594,2
8987,1
2938,1
6125,1
9455,1
8255,2
10028,1
6975,1
585,1
18024,2
313,1
2307,1
4198,1
2294,1
7493,1
6111,2
5867,1
3349,1
6366,2
22007,1
23933,2
4087,2
5736,2
11753,2
19301,1
20906,2
3721,2
4989,2
7067,2
23812,1
2461,2
15395,1
19218,1
24245,1
2049,1
13294,1
1705,2
12055,2
7455,2
11731,1
11964,2
3416,1
10644,2
12820,1
9167,2
24647,2
13823,1
21742,1
4068,2
15187,2
20105,1
7185,1
494,1
4147,2
6964,1
18027,1
290,1
19634,2
4264,1
17915,1
16037,2
2849,1
6376,1
9104,2
8008,1
3714,1
13242,1
24674,1
21499,1
18304,1
7050,2
10912,1
5247,2
14411,1
15430,1
21574,1
14292,1
17211,2
1640,2
15117,1
8933,1
19130,2
16020,1
23958,2
5149,1
10384,1
14620,1
20241,1
14167,1
10814,2
12321,2
7172,1
19821,1
2419,2
4502,1
20686,2
21937,1
8724,1
14631,1
19896,2
985,2
24432,1
931,2
20695,2
4930,2
10006,1
19913,2
6763,2
23686,1
923,1
575,2
2700,1
7671,1
12631,1
20463,1
4380,2
4367,1
12565,2
8529,1
20861,2
2664,1
21003,1
20791,1
8329,2
8299,1
2790,2
11924,1
22725,2
14013,2
1777,1
17357,1
3266,2
11237,2
20418,2
2309,1
10967,1
10034,2
22376,2
19382,2
2719,1
20890,2
23365,1
17097,1
13083,1
6389,2
1797,2
17114,1
21607,2
8439,2
10004,2
9178,2
4509,1
21407,1
11512,1
20575,2
14572,1
15203,1
17623,2
7552,1
4897,2
14533,1
24509,2
7940,2
24332,2
18464,2
3114,1
19372,2
10522,2
17480,1
24763,2
3590,2
13401,2
7299,2
16125,1
378,1
19968,1
13557,1
23755,2
17094,1
2293,2
2081,2
3496,2
14339,1
4586,2
7080,1
12834,1
19264,1
2551,1
22803,1
16844,1
15545,2
10795,1
362,2
21097,2
17976,2
3283,1
5065,1
7502,2
12839,2
12902,2
7153,1
10499,2
7034,1
14615,1
10998,2
9731,2
1883,1
23759,2
1743,2
5839,1
21594,1
18592,2
5331,1
23006,2
19308,1
12332,2
8678,2
1494,1
15897,1
12102,1
19059,2
21134,2
4101,2
21679,1
12024,2
13332,1
15279,2
15100,2
5274,1
4480,1
9079,1
23226,1
13408,2
2698,2
16028,1
11816,1
20873,1
158,1
15539,2
1761,1
21040,2
23001,2
15388,1
5871,1
19385,1
17341,1
20765,1
22486,2
12163,2
11858,2
7454,2
17430,1
13619,1
12704,1
8721,2
7296,2
24099,2
24667,2
4062,1
18741,1
8190,1
13606,2
17433,2
10577,2
21197,1
13617,1
3329,1
5448,2
19762,1
15618,1
17009,1
4911,1
23699,1
14029,1
19400,1
1985,2
7816,2
24427,1
23745,1
16958,2
12123,2
5410,2
9823,1
9918,2
19698,2
18239,1
5550,2
11525,1
8135,1
2571,2
15156,2
3148,2
24214,1
15528,1
24742,2
3770,2
12997,2
8220,1
15683,1
13262,1
8028,1
19039,1
2497,1
18615,2
19322,1
19786,1
16738,2
10319,1
16070,1
13605,1
16659,1
6560,2
9159,2
20917,2
4779,2
15063,1
11221,2
21221,1
17414,2
21354,2
14325,1
15717,2
12470,1
7735,1
3789,2
21877,2
16426,2
12560,1
14291,2
14009,1
17540,1
20531,2
11905,1
16919,1
11143,2
20160,1
12496,2
17568,2
24701,1
7713,2
4752,2
20607,2
1490,2
16077,1
13361,1
11533,2
871,2
1586,1
18333,2
3279,2
8910,1
7287,1
9687,1
22489,2
20210,2
6159,1
12479,2
914,1
2798,2
16208,2
15208,2
14570,1
3180,2
14860,1
14474,1
17481,2
19806,2
15414,2
5133,2
7753,1
17958,2
15918,1
4652,2
11630,2
2982,2
19914,1
16529,1
22860,2
4829,1
19350,2
24489,2
3209,2
10491,2
4660,2
3922,2
2445,1
24651,2
7705,1
19796,2
23021,1
18575,1
15980,1
3479,1
11498,2
22713,1
718,2
10892,2
13994,2
6273,2
15154,2
19727,1
21688,1
12087,2
3502,2
9433,1
3205,2
3187,1
13370,1
13971,1
1557,2
23735,2
14723,2
15347,1
5489,1
5901,1
14584,1
15843,2
17173,1
6221,2
4576,1
5757,1
10459,1
20343,1
22200,2
5092,1
7527,1
18483,1
10007,1
19679,2
9207,1
21813,2
21153,1
2326,1
8729,2
3485,1
17334,2
4441,2
1815,1
936,1
19483,1
4196,1
19760,2
12420,2
5223,1
6629,1
1526,1
5576,1
23131,1
13418,1
18361,1
9248,2
1550,2
2907,1
22781,1
13995,2
22344,2
2421,1
13546,1
14665,2
1912,1
13329,1
15497,1
11129,1
23274,2
17596,2
16009,2
654,2
4151,1
20911,1
18146,2
8185,1
6786,1
16824,1
12128,1
17622,1
13689,1
635,2
20136,2
9359,1
6572,1
15141,2
1253,2
12469,2
17804,2
19542,1
18687,1
20402,2
24773,2
11228,1
23206,1
14181,2
23762,1
2789,2
13741,2
11474,2
15368,1
24746,2
1047,1
15847,1
9673,1
13353,1
15389,2
23962,2
9181,2
12264,1
14392,1
1152,1
11441,1
18298,2
46,2
8100,1
16640,1
20624,2
7704,1
8770,1
14475,2
11378,2
17943,2
9521,2
13573,1
8247,2
18226,1
24297,1
7867,2
6102,2
23017,1
10305,2
13001,1
10200,2
10124,1
13904,2
9389,2
11736,1
21545,1
357,2
150,2
10130,1
7400,1
23507,2
22609,2
18028,2
20816,1
22773,2
1331,1
13681,1
1235,2
8130,1
4353,2
16338,2
134,1
16104,1
6117,1
8404,2
18141,1
5798,1
10339,1
24605,2
10635,1
11080,1
10229,1
9284,1
7245,1
5732,2
6229,2
14296,1
9539,1
23707,2
8246,1
13739,1
3951,2
1714,1
1001,2
5433,2
10713,2
1860,1
19850,1
23413,1
18982,2
19222,2
2743,2
11169,2
22677,2
13627,1
1329,1
13167,1
8315,1
15502,2
23496,1
19042,1
19763,1
1326,2
6437,1
12210,2
6509,1
6202,2
14348,2
15634,1
8181,1
9729,2
5145,1
12194,1
13304,2
1788,1
5449,1
9943,1
21911,2
15387,1
19234,1
23889,1
23227,2
20602,1
18261,1
11646,2
12220,1
17529,1
24126,2
14159,1
17226,1
6289,1
12259,1
21114,1
16899,1
9057,1
10133,2
21388,2
12572,2
12358,2
14374,1
19060,2
3254,1
11937,2
14190,1
13439,1
22301,1
13477,2
11652,2
15603,2
4115,2
2819,2
2650,2
6714,1
16085,1
19195,1
6780,1
14630,1
9557,1
4928,1
21755,1
15081,2
3470,1
1553,1
12170,2
10784,1
802,1
18769,1
2509,2
5045,2
18080,2
7250,2
11635,1
15419,2
11751,1
4430,2
17696,2
18851,2
14501,1
17744,2
230,1
19052,1
4179,1
15499,2
21467,2
21088,2
8619,1
2501,1
8879,1
19753,2
23854,2
15280,2
22737,1
11323,1
23337,1
13549,1
18908,1
7624,1
16437,1
15186,1
12003,2
17409,2
3336,1
11861,2
4357,1
13900,1
20912,1
11510,2
21487,2
17203,2
22740,2
21531,1
11516,2
5193,1
17162,2
24088,2
6088,2
16123,2
17467,1
12380,2
8534,2
349,2
17867,2
21327,1
18928,1
6775,2
3277,1
10950,2
15292,2
16918,1
16589,1
22584,2
598,1
17945,2
8796,2
14113,1
7482,1
9194,2
15903,2
1221,1
19950,1
22945,2
12789,1
17819,2
14360,2
13021,2
4372,2
14312,1
3723,2
12525,2
21714,1
20323,2
18257,2
22907,1
17634,2
20804,1
4354,1
11977,2
12164,2
1151,2
10722,1
6757,2
11399,2
22193,2
18548,2
4181,1
870,1
13572,1
21730,1
5566,2
7503,2
12381,1
13963,1
14622,1
13845,1
5975,1
11321,2
19951,1
14046,1
8852,1
3749,1
2492,2
19357,2
11726,2
14959,1
21301,2
10836,1
6001,1
10367,1
23514,1
18001,2
18915,1
18136,2
2219,1
13808,1
424,1
15024,1
13226,2
12798,2
17812,1
16515,2
929,1
19538,1
14828,2
20114,1
24588,1
10880,1
19798,2
23367,2
7232,2
7507,1
24700,2
19488,1
3936,2
23645,1
9658,1
4470,2
21859,1
5860,2
1147,1
9335,2
22977,1
10010,2
21779,1
18702,2
11945,1
16000,2
22752,1
16064,2
19237,1
1983,1
24234,1
17457,1
17005,2
15371,2
663,1
8832,1
11241,1
17014,2
2129,2
10859,2
19097,2
12773,2
461,2
8273,1
17852,1
23344,2
7169,1
631,2
20197,2
12511,2
2956,1
19256,2
16317,2
21553,1
298,2
23721,1
10638,1
4868,1
20041,2
18813,2
6632,1
10360,1
19907,2
10328,2
10896,1
17898,2
21344,1
1025,1
6252,2
3112,2
8063,1
23519,1
24215,1
1186,1
5696,2
14725,1
16592,2
308,2
4720,1
8421,1
7797,1
7392,2
3929,2
13328,1
4761,2
16602,1
6406,1
13433,2
14434,1
11663,1
19054,2
23348,1
2184,2
15954,1
11878,2
7355,2
19100,2
14619,2
8926,1
1072,1
14671,1
14194,1
2155,2
11958,1
23205,2
3477,2
17056,1
18376,2
22755,1
9249,1
23574,2
12271,1
13452,1
20852,2
15632,2
9706,1
16788,1
1740,2
12542,1
6312,2
12448,2
14624,1
22633,1
9797,2
23930,1
19503,2
969,1
13655,2
16827,2
22061,2
6142,2
24481,1
6946,1
2357,1
12532,1
20514,1
21840,1
9935,1
12688,1
20380,2
3513,1
10176,2
11437,1
9931,2
23412,1
23794,1
9569,1
19061,2
17371,2
10861,2
19750,2
12405,2
16265,2
11644,1
7581,2
13426,2
10674,2
10286,1
7093,2
18246,2
11640,1
3394,1
13421,2
14355,1
12275,2
10481,2
10611,1
21392,1
15251,1
21717,1
19066,1
23148,1
22067,1
11629,1
8988,2
4532,2
13255,2
22518,2
12443,1
7358,1
23770,1
21705,1
19877,2
24430,2
9865,1
12112,1
20543,1
17161,2
6094,1
24656,1
21578,2
19564,2
4964,2
9714,2
18270,1
8204,1
23527,1
10054,1
12026,2
11775,1
21132,2
9458,1
19263,1
3010,1
18189,1
23407,2
22126,2
5704,2
17519,2
6938,2
6552,1
17757,2
13998,2
4385,2
9565,2
22991,1
21997,1
7876,2
1629,1
5321,1
7348,1
22975,2
19226,1
14514,2
19661,2
18452,1
13176,1
5343,1
24316,1
17018,1
13101,1
2448,2
18413,2
1057,1
23512,1
5828,2
9804,1
4683,2
22183,2
11371,2
13229,1
11718,1
6301,2
1878,1
17325,2
4307,2
23644,2
21440,2
12781,1
19820,2
22882,2
24204,2
5117,1
19893,1
11114,1
12175,2
24362,1
19359,1
11783,1
19500,2
891,1
8645,1
7823,2
5599,2
920,2
14187,1
1821,2
7746,1
19975,1
16582,2
23279,2
2682,2
17972,1
8045,2
7097,2
4778,1
23273,1
17380,1
7608,2
1637,1
8399,2
6614,2
14543,2
14048,2
22187,1
13870,2
13876,1
12559,1
5621,1
5159,1
21626,1
3138,1
20993,2
17818,2
12465,1
22222,2
13493,2
9386,2
15673,1
14960,1
18887,1
24075,2
11017,2
17894,1
18709,2
19583,2
3452,2
12719,1
2177,2
10767,2
13732,2
12165,2
19656,2
17331,1
8089,2
23788,1
12226,2
18299,1
13295,2
13463,1
7824,1
21018,2
4875,1
20423,1
13533,1
21366,2
17415,1
20259,1
17397,1
677,1
12208,1
903,1
9524,2
14955,2
3894,2
7618,1
9923,2
16221,1
4349,1
24661,2
20292,1
12297,2
23157,2
5009,1
21763,1
14521,1
1544,2
7005,1
6253,2
15124,1
20213,2
3027,1
14035,1
20622,1
17624,2
11757,1
24392,1
12750,2
16639,1
1969,1
7556,2
13762,2
12667,1
4315,2
16794,1
3045,1
21879,2
22382,1
19926,2
23357,1
5541,1
15736,2
10256,1
5291,1
10237,1
4448,2
15984,2
12224,1
20331,1
17159,1
24602,1
6465,1
17413,2
22649,2
268,2
14025,2
4691,1
19313,1
19779,2
17940,1
6664,2
7166,1
14691,1
14251,2
5388,2
6518,2
5900,1
12070,1
9966,1
11942,2
5174,1
3525,1
21382,1
20846,1
14382,1
13798,2
11590,1
3607,1
5635,1
15947,1
6806,1
11387,2
8257,1
5028,1
14511,2
8236,2
3365,1
19834,2
20805,2
9184,2
1351,1
22716,1
7007,2
13565,2
21383,2
3527,2
22251,1
22445,2
10757,1
20226,2
16862,1
19840,1
168,1
5094,1
19082,1
22099,2
10473,1
18674,2
7000,1
10073,2
3434,2
8478,1
17868,1
5861,2
22655,1
14315,1
21965,1
23384,2
9516,1
19944,2
4145,2
8583,2
11733,1
15769,1
22823,1
19399,2
22374,1
18653,2
13761,1
3269,2
1926,1
6548,1
19455,2
22809,2
744,1
16972,2
1749,2
8656,2
16657,2
20459,2
1263,2
19982,2
7489,1
13478,1
4144,2
22754,2
9915,1
883,2
17811,1
7715,1
6439,1
8931,1
4749,2
21570,1
23392,2
11271,1
5924,2
8629,2
19109,2
720,1
1469,2
18260,2
22036,1
5922,2
7975,1
3448,2
24230,2
101,2
9123,2
7281,1
4218,1
20371,2
22840,1
38,2
5246,1
3445,2
20790,1
9247,2
8784,1
19980,2
21000,2
21460,2
5697,2
20298,1
4255,1
17631,1
74,1
4824,2
21052,2
23736,1
22748,2
974,2
13030,2
3087,2
23403,2
19720,2
5701,2
23551,1
5733,2
8613,1
19614,2
1465,2
7054,2
7774,2
6132,1
24644,2
9498,1
20896,2
19827,2
18565,2
24664,1
6934,2
20551,2
17164,1
6083,1
9896,1
13816,2
17238,2
23189,1
21372,2
15193,2
15266,1
10123,1
16598,2
2232,2
10525,2
13649,2
12746,1
7628,1
6257,1
19330,1
21547,1
9316,1
21150,2
12596,1
3449,2
7706,2
8891,1
18837,2
13150,2
8778,1
24206,1
11022,1
7658,2
9015,1
8517,2
19848,1
16253,2
16836,2
11915,1
19454,2
16443,2
14800,2
3506,1
23062,2
8728,1
2095,1
9321,2
9662,1
17712,2
12740,1
8318,2
7848,1
19775,2
14154,2
1455,1
17646,2
14835,1
3061,1
1336,1
23336,2
10554,2
6344,2
3410,1
1432,1
13187,1
16278,2
8356,1
8013,2
4983,1
1146,2
9124,1
13405,1
9723,1
15412,2
18884,2
18526,1
8576,2
17011,1
627,2
9611,2
1196,1
17476,1
5273,2
18770,1
2093,1
7065,1
18804,2
11997,2
10816,1
16162,2
6911,1
7,1
7597,2
10399,1
22140,1
17272,2
8259,2
11342,1
12398,2
19572,1
12739,1
15200,1
21394,1
24084,2
10180,2
9166,2
17442,1
8369,1
10908,1
1110,1
4968,2
1657,1
867,1
2590,1
22505,2
7930,2
13103,2
21094,1
12777,2
17491,1
143,2
13897,1
18662,1
7928,1
4343,2
3031,1
4299,2
18636,2
3192,2
2484,2
9300,2
532,1
18537,1
7260,2
21933,1
16168,1
1521,1
17751,2
3224,2
13077,1
14200,2
18374,1
9481,2
12785,2
5909,1
21992,2
19380,2
8508,1
9289,2
18127,1
7574,1
2218,2
12889,1
5779,2
15696,2
15147,2
9115,2
16902,2
21234,2
8527,1
22239,1
1592,1
10412,1
24798,2
24082,1
6329,1
12212,2
12610,1
394,2
4636,2
7912,2
16114,1
12290,2
9907,2
9106,2
972,2
21985,1
3133,1
23356,1
22379,1
7953,2
20190,1
13407,2
15959,2
12531,1
2613,2
5830,2
17878,2
19261,1
9372,1
1909,1
12153,2
14586,2
17629,2
14608,2
10104,1
16703,1
17425,1
6966,2
14231,2
14446,1
14442,1
23359,1
4359,1
24294,2
8963,2
23485,2
17504,1
12260,1
4992,2
8064,2
23668,2
13594,1
1607,1
18061,1
18285,1
3793,1
23604,2
21115,1
22136,2
